Date,OUT
2014-01-31,0.36256477326336
2014-02-28,0.75772521888768
2014-03-31,0.96496939920384
2014-04-30,0.58077204056064
2014-05-31,0.31660103411712
2014-06-30,0.39678741568512
2014-07-31,0.30981913786368004
2014-08-31,0.25928030997504004
2014-09-30,0.23494915620864004
2014-10-31,0.35802882966528005
2014-11-30,0.3988180700467201
2014-12-31,2.5412905363968
2015-01-31,0.45895724457984005
2015-02-28,1.11370626819072
2015-03-31,0.45420844925952
2015-04-30,0.50044131127296
2015-05-31,0.44815318474752003
2015-06-30,0.35204696229888
2015-07-31,0.36128766292992004
2015-08-31,0.33902630866944
2015-09-30,0.35419505209344
2015-10-31,0.3593157262848
2015-11-30,0.35003588050944
2015-12-31,0.7014491807846401
2016-01-31,2.0960340923289604
2016-02-29,1.26606650959872
2016-03-31,4.827782881843201
2016-04-30,1.53208467753984
2016-05-31,0.92181432416256
2016-06-30,0.51737892590592
2016-07-31,0.6258648002457601
2016-08-31,0.4698665069875201
2016-09-30,0.38091405966336
2016-10-31,0.5775450127257601
2016-11-30,0.6362774086348801
2016-12-31,2.68201977679872
2017-01-31,10.91758564399104
2017-02-28,18.42774550207488
2017-03-31,9.43030258412544
2017-04-30,7.85330863976448
2017-05-31,4.94116679236608
2017-06-30,2.06402315056128
2017-07-31,0.7319848399257601
2017-08-31,0.7763313952972801
2017-09-30,0.94951930005504
2017-10-31,0.70842435618816
2017-11-30,0.66397749138432
2017-12-31,0.518856655104
2018-01-31,1.28873644130304
2018-02-28,0.79260843561984
2018-03-31,2.13823745104896
2018-04-30,3.07578812322816
2018-05-31,0.9622439185305599
2018-06-30,0.53709095264256
2018-07-31,0.5044952802816
2018-08-31,0.43684513118208
2018-09-30,0.44612742352896
2018-10-31,0.37965162875904
2018-11-30,0.5794337659391999
2018-12-31,0.764308942848
2019-01-31,2.45041753042944
2019-02-28,5.612320078018561
2019-03-31,9.15660707475456
2019-04-30,6.28878242386944
2019-05-31,3.80103999833088
2019-06-30,2.4196861455667205
2019-07-31,0.57896647077888
2019-08-31,0.8863904151244799
2019-09-30,0.9153896273510401
